ex_id	id	example_name	subexample_name	text	rus	tree	sent_len
64	51	SampleExample	SoleSubExample	Тодя яӈгур п’и ытыкғе, ымыкғе итть т’хырпть.	Но не вспомнил Плакса наказа отца и матери.	-	7	п’и	3	0
65	58	SampleExample	SoleSubExample	пал ӈағо, пыйӈағо Тодя ньрыӈан п’лывдьғу, китьғу.	Лесные звери и птицы, видя Плаксу, прятались и убегали.	-	7	лывдьғу	7	0
66	14	SampleExample	SoleSubExample	П’р̌аунд — т’уғр̌, п’р̌ауӈӷаврнд — ӈыд.	Ученье — свет, а неученье — тьма.	-	6	р̌аунд	2	0
67	14	SampleExample	SoleSubExample	П’р̌аунд — т’уғр̌, п’р̌ауӈӷаврнд — ӈыд.	Ученье — свет, а неученье — тьма.	-	6	р̌ауӈӷаврнд	5	0
68	18	SampleExample	SoleSubExample	нр̌аӈӷ ань мор̌кая, нр̌аӈӷ ань п’р̌ауя.	Век живи, век учись.	-	6	р̌ауя	7	0
69	23	SampleExample	SoleSubExample	Паӻлаӈ Ӿаӄ эна вороӽ п’атьмамроӽ вид.	Красная Шапочка к бабушке пошла в другую деревню.	-	6	атьмамроӽ	6	0
70	9-10	SampleExample	SoleSubExample	Курӈ маӈӷла Ызык п’и нуғи лытт садух, Эдем ӽау садух, нивғаӽ ӿумкут.	Бог сам сначала сделал сад, сад под названием Эдем, туда человека поместил.	-	12	п’и	4	0
71	22-23	SampleExample	SoleSubExample	накрор̌ Курӈ маӈӷла Ызык п’и лытт ӈағунты, пыйӈағунты нивхтоӽ п’рыкут.	Затем Бог привёл созданных им самим зверей и птиц к человеку.	-	10	п’и	5	0
72	27-28	SampleExample	SoleSubExample	наквур нивх ӿы ӈағун, пыйӈағун т’аӻрух п’роны парак, п’ӈалак р̌ныта ӄ’аут.	Но среди этих зверей и птиц человек не нашёл себе подобного, который будет помогать ему.	-	11	роны	8	0
73	27-28	SampleExample	SoleSubExample	наквур нивх ӿы ӈағун, пыйӈағун т’аӻрух п’роны парак, п’ӈалак р̌ныта ӄ’аут.	Но среди этих зверей и птиц человек не нашёл себе подобного, который будет помогать ему.	-	11	ӈалак	11	0
74	4-5	SampleExample	SoleSubExample	[ВИ:] умгу оғлағу п’нанакғе п’атикғе мен вывт ӿумдь.	Две девушки, старшая и младшая сестры, жили вместе.	-	8	нанакғе	4	0
75	4-5	SampleExample	SoleSubExample	[ВИ:] умгу оғлағу п’нанакғе п’атикғе мен вывт ӿумдь.	Две девушки, старшая и младшая сестры, жили вместе.	-	8	атикғе	6	0
76	11	SampleExample	SoleSubExample	п’р̌ыр п’атик ӈыӈирут’ездь.	Сестра, вернувшись, не смогла обнаружить сестрёнки.	-	3	атик	3	0
77	12-18	SampleExample	SoleSubExample	ӿогур, п’атик ӈыӈирут’езр̌, п’и р̌о иныкху гер̌ р̌ора, иныдь ғери, ма ғери, ӿар тифтох вииныр̌, тифух инык р̌ора ӿар, ӿарор вири, тори, ӿоӈгур, ӿыдьғу "уи, уи, тодьра, ӈалаӈала к’содьра уи, уи, тодьра"	Тогда, не обнаружив сестрёнку, взяла с собой еду, юколу взяла, и так отправилась в дорогу, в дороге еду неся, затем идёт и плачет: "Уи, уи плачу, поднимаясь по бухте, уи, уи, плачу."	-	32	атик	3	0
78	12-18	SampleExample	SoleSubExample	ӿогур, п’атик ӈыӈирут’езр̌, п’и р̌о иныкху гер̌ р̌ора, иныдь ғери, ма ғери, ӿар тифтох вииныр̌, тифух инык р̌ора ӿар, ӿарор вири, тори, ӿоӈгур, ӿыдьғу "уи, уи, тодьра, ӈалаӈала к’содьра уи, уи, тодьра"	Тогда, не обнаружив сестрёнку, взяла с собой еду, юколу взяла, и так отправилась в дорогу, в дороге еду неся, затем идёт и плачет: "Уи, уи плачу, поднимаясь по бухте, уи, уи, плачу."	-	32	п’и	5	0
79	35	SampleExample	SoleSubExample	иф п’рыр̌ тывғр̌ п’атик р̌ныр̌ ғейныр̌.	Она вошла в дом, увидела сестрёнку, хотела забрать её.	-	6	атик	5	0
80	56-59	SampleExample	SoleSubExample	йах п’лызр̌ ӄамар вигурор ӿурмих п’ур̌ п’хыдох ӄамар п’р̌ыр̌ п’атик тяньдрыфух ғотьр̌,	Дав черту пробежать мимо себя, изнутри выйдя, она вышла, прибежала обратно и побежала за сестрой, в летнее жилище.	-	12	лызр̌	3	0
81	56-59	SampleExample	SoleSubExample	йах п’лызр̌ ӄамар вигурор ӿурмих п’ур̌ п’хыдох ӄамар п’р̌ыр̌ п’атик тяньдрыфух ғотьр̌,	Дав черту пробежать мимо себя, изнутри выйдя, она вышла, прибежала обратно и побежала за сестрой, в летнее жилище.	-	12	атик	12	0
82	6-9	SampleExample	SoleSubExample	хосхыӈ кер̌ йара; вихывыр̌ гер̌ вихывра; пеӄ’ра хуӈ тыус чнай гер̌ ревра; ӿарор̌ кузир̌, пнорох теӻар̌, том гера ма гера р̌ор̌ мағыр̌.	Нерпичью юбку взяв одел; пояс взяв одел; позади него [(на паре)] лежавшую медную фигуру взяв, нацепил; потом вышел, в свой амбар взобрался, жиру взяв, юколы взяв, принес.	-	22	еӄ’ра	8	0
83	6-9	SampleExample	SoleSubExample	хосхыӈ кер̌ йара; вихывыр̌ гер̌ вихывра; пеӄ’ра хуӈ тыус чнай гер̌ ревра; ӿарор̌ кузир̌, пнорох теӻар̌, том гера ма гера р̌ор̌ мағыр̌.	Нерпичью юбку взяв одел; пояс взяв одел; позади него [(на паре)] лежавшую медную фигуру взяв, нацепил; потом вышел, в свой амбар взобрался, жиру взяв, юколы взяв, принес.	-	22	норох	17	0
84	10-11	SampleExample	SoleSubExample	инирор̌ твир̌; пхухун сик гера, пфундхун сик гера, пӽахун сик гера кузир̌.	Поевши кончил; свои стрелы все забрав, свои луки все забрав, все свои копья забрав, вышел.	-	12	хухун	4	0
85	10-11	SampleExample	SoleSubExample	инирор̌ твир̌; пхухун сик гера, пфундхун сик гера, пӽахун сик гера кузир̌.	Поевши кончил; свои стрелы все забрав, свои луки все забрав, все свои копья забрав, вышел.	-	12	фундхун	8	0
86	10-11	SampleExample	SoleSubExample	инирор̌ твир̌; пхухун сик гера, пфундхун сик гера, пӽахун сик гера кузир̌.	Поевши кончил; свои стрелы все забрав, свои луки все забрав, все свои копья забрав, вышел.	-	12	ӽахун	12	0
87	20-21	SampleExample	SoleSubExample	мыз ниӻывыӈ мағыр̌, пенинтох марыр̌, лыгни р̌ы нен гер̌, р̌аминтох тол т’хых ӄор̌.	Наш Гиляк [с горы] спустился, в свой амбар поднялся, котиковые негдальские лыжи взял, вниз к морю [спустился,] по поверхности морской пошёл.	-	13	енинтох	5	0
88	51-53	SampleExample	SoleSubExample	мыз ниӻывыӈ пенинтох теӻар̌ марыр̌, ма гера том гера р̌ор̌ мағыр̌ инир̌.	Наш Гиляк в свой амбар пошёл, поднялся, юколу взяв, жиру взяв, принёс, ел.	-	12	енинтох	4	0
89	58-60	SampleExample	SoleSubExample	теӻар̌ изин пафыр̌ сик хур̌; пимн чарур̌ р̌ор̌ пр̌ыр̌, р̌ор̌ теӻар̌ ӿалыныр̌ тхы чир̌.	[На берег] выбрался, [быстро стал] их бить, всех убил; свою лодку наполнив привёз, [на берег] вытащил, на помост сложил.	-	14	имн	7	0
90	86-87	SampleExample	SoleSubExample	мыз ниӻывыӈкин панӻейхин угрыт ехт пфорох пр̌ыт.	Наш Гиляк вместе со своей женой вернулись, в свою деревню пришли.	-	7	анӻейхин	4	0
91	86-87	SampleExample	SoleSubExample	мыз ниӻывыӈкин панӻейхин угрыт ехт пфорох пр̌ыт.	Наш Гиляк вместе со своей женой вернулись, в свою деревню пришли.	-	7	форох	8	0
92	96-97	SampleExample	SoleSubExample	мыз ниӻывыӈ кузир̌, чхар̌ тара р̌ор̌ йугра ичира, панӻей керыр̌:	Наш Гиляк вышел, дров нарубил, [в юрту] принес, огонь развел, своей жене сказал:	-	10	анӻей	10	0
93	98-99	SampleExample	SoleSubExample	анӻейя, кузир̌ пенинтох марыр̌ ма гея том гея (!)	«Жена, выйди, в наш амбар взберись, юколы возьми, жиру возьми!»	-	9	енинтох	4	0
94	138	SampleExample	SoleSubExample	пр̌афтох йугӈа, янӻей ӿунывыр̌.	Когда в свою юрту вошёл, его жена там была.	-	4	р̌афтох	2	0
95	141-142	SampleExample	SoleSubExample	панӻейхин угрыт палрох марыт ӿунывыт, пал милк мундхун.	Вместе со своей женой в гору поднялись, там жили, горными чертями стали.	-	8	анӻейхин	2	0
96	3-5	SampleExample	SoleSubExample	ӿы нивх ӿер̌кух, ӈа ӈыӈр видь, т’улф ӿаӈан, чолӈи оӄ ӿизри, п’и п’ундь ғер р̌ора.	Этот человек пошел охотиться, была зима, он надел оленью шубу, взял с собой свой лук.	-	15	п’и	12	0
97	35-37	SampleExample	SoleSubExample	ӿоӄор̌, п’и тяӄо ғузрр̌, иӄ’алух п’и оӄ, ниняк ӈулхтюр̌, имғудох пығздь.	Он вытащил из ножен свой нож, вырезал кусочек своей шубы и бросил им.	-	11	п’и	2	0
98	35-37	SampleExample	SoleSubExample	ӿоӄор̌, п’и тяӄо ғузрр̌, иӄ’алух п’и оӄ, ниняк ӈулхтюр̌, имғудох пығздь.	Он вытащил из ножен свой нож, вырезал кусочек своей шубы и бросил им.	-	11	п’и	7	0
99	46-49	SampleExample	SoleSubExample	анти тяӄо ғер̌ п’и оӄ ӈулхтюр̌ иғр̌ пығзба ӿы к’ыск тярӄр̌ мығр ғер инығытпа, эна к’ыск ғер ӿы к’ыск ғер ғауғытра.	Опять достал нож, отрезал кусок своей шубы, бросил, эта кошка спрыгнула, взяла и съела; другая кошка взяла и проглотила.	-	21	п’и	4	0
100	52-54	SampleExample	SoleSubExample	ӿоӈгур̌ п’и оӄ ғер нинякниняк ӿоӈгур̌ моӄмоӄр̌ пығзр̌адь к’ыск п’ӈафӄӈафӄ ғаудь	Так он брал понемногу свою шубу, резал на куски и бросал кошкам, а кошки глотали друг друга.	-	11	п’и	2	0
101	52-54	SampleExample	SoleSubExample	ӿоӈгур̌ п’и оӄ ғер нинякниняк ӿоӈгур̌ моӄмоӄр̌ пығзр̌адь к’ыск п’ӈафӄӈафӄ ғаудь	Так он брал понемногу свою шубу, резал на куски и бросал кошкам, а кошки глотали друг друга.	-	11	ӈафӄӈафӄ	11	0
102	55-56	SampleExample	SoleSubExample	оӄ чер̌кр̌ гер ғауғытпа ӿы к’ыск п’ӈафӄ ғауғытр̌ ӿаки	Одни глотали кусочки шубы, а другие своих друзей глотали.	-	9	ӈафӄ	8	0
103	57-59	SampleExample	SoleSubExample	т’ытрох ӿоӈгур̌ п’и оӄ ырк уньгыр̌тох ырк сык моӄмоӄр̌ к’ыск ғауғыткудь.	Так продолжалось до утра, до исчезновения звёзд; изрезал свою шубу, скормил кошек.	-	11	п’и	3	0
104	60-64	SampleExample	SoleSubExample	пар̌к ырк калғали ӿапа к’ыск няӄр̌ пик, толкар ӿар лель п’ӈафӄғу ғауке, оӄ, чолӈи оӄ черкр̌ки ғаукр̌ имғу ғаур имғу ғаур ӿаки лель	На рассвете, тогда только одна кошка, толстая, своих друзей глотала, глотала оленью шубу, кусочки шубы.	-	23	ӈафӄғу	12	0
105	67-69	SampleExample	SoleSubExample	ӿоӄор̌ ӿы нивх, ӿы нивх хер̌кух ӿоӄор̌ тиғрух мығр̌, п’и эньғу ғер иғзра ӿарор, эӄурэӄур эғр видь	Затем этот человек спустился с дерева, взял свои лыжи, надел и быстро-быстро пошёл домой.	-	17	п’и	10	0
106	70-74	SampleExample	SoleSubExample	эғр видь, эғр вийвике тыфтох п’и, п’иторывтох маёпа, ӿапа сидят лель «мяумяу» ӿар ӄоюдь	Стал приближаться к зимнему дому, к зимнику приближаясь, услышал крик "мяу-мяу".	-	14	п’и	6	0
107	70-74	SampleExample	SoleSubExample	эғр видь, эғр вийвике тыфтох п’и, п’иторывтох маёпа, ӿапа сидят лель «мяумяу» ӿар ӄоюдь	Стал приближаться к зимнему дому, к зимнику приближаясь, услышал крик "мяу-мяу".	-	14	торывтох	8	0
108	82-85	SampleExample	SoleSubExample	ӿоӈгур̌ ӄаӈгу лель ӿы нивхгу т’ыт ӿаӈан ырк п’ӻаӈгу таф ызд п’ӽандывух имғу т’ор п’ут ӿуртовӿуртовт’аӈан	Залаяли собаки, ранним утром сторожевых собак вытащили из будок и привязали у дома.	-	16	ӻаӈгу	10	0
109	82-85	SampleExample	SoleSubExample	ӿоӈгур̌ ӄаӈгу лель ӿы нивхгу т’ыт ӿаӈан ырк п’ӻаӈгу таф ызд п’ӽандывух имғу т’ор п’ут ӿуртовӿуртовт’аӈан	Залаяли собаки, ранним утром сторожевых собак вытащили из будок и привязали у дома.	-	16	ӽандывух	14	0
110	97-103	SampleExample	SoleSubExample	ӿоӄот, ӿы нивхгу сык, ӿы во фи нивхгу сык п’р̌ыф, п’р̌орыфку сидьғу п’инёғу сык выкзғыр̌ть, энафтох видь, эна эрирох вит.	Так все люди, все нивхи этого стойбища оставили свои дома, свои зимние жилища, надворные постройки, все амбары, ушли в другое место, на другую речку.	-	20	р̌ыф	11	0
111	97-103	SampleExample	SoleSubExample	ӿоӄот, ӿы нивхгу сык, ӿы во фи нивхгу сык п’р̌ыф, п’р̌орыфку сидьғу п’инёғу сык выкзғыр̌ть, энафтох видь, эна эрирох вит.	Так все люди, все нивхи этого стойбища оставили свои дома, свои зимние жилища, надворные постройки, все амбары, ушли в другое место, на другую речку.	-	20	р̌орыфку	13	0
